Company Name,Type,RSSD ID,City,State,MRQ,Total Assets,PCO Tangible Common Equity
[Do not alter shaded columns]                             QA Field ID,,,,,,,3270
Field Type,,,,,,,BHC-SP
Period,,,,,,,6/30/25
Duration,,,,,,MRQ,
"Hooker National Bancshares, Inc.",BHC-SP,1140060,Hooker,OK,6/30/2025,"97,530","20,225"
Green Belt Bancorporation,BHC-SP,1140958,Iowa Falls,IA,6/30/2025,"712,545","64,176"
"Greenwood County Financial Services, Inc.",BHC-SP,1141722,Eureka,KS,6/30/2025,"173,471","12,905"
Southern Financial Corporation,BHC-SP,1141816,Spartanburg,SC,6/30/2025,"350,440","22,204"
"Scc Bancshares, Inc.",BHC-SP,1144068,Osceola,MO,6/30/2025,"214,510","28,710"
"Pella Financial Group, Inc.",BHC-SP,1200245,Pella,IA,6/30/2025,"641,857","51,657"
"Easter Enterprises, Inc.",BHC-SP,1200777,Spencer,IA,6/30/2025,"601,558","52,045"
"Delhi Bancshares, Inc.",BHC-SP,1205594,Marion,IA,6/30/2025,"39,064","2,064"
"Granville Bancshares, Inc.",BHC-SP,1206171,Granville,IL,6/30/2025,"113,701","11,364"
Albank Corporation,BHC-SP,1208933,Chicago,IL,6/30/2025,"714,042","120,413"
Cnb Financial Corporation,BHC-SP,1246494,Litchfield,MN,6/30/2025,"239,579","20,061"
"Mercer County State Bancorp, Inc.",BHC-SP,1247183,Sandy Lake,PA,6/30/2025,"607,094","46,499"
"Wathena Bancshares, Inc.",BHC-SP,1250688,Wathena,KS,6/30/2025,"78,916","5,718"
"Tompkins Bancorp, Inc.",BHC-SP,1491388,Avon,IL,6/30/2025,"287,629","24,465"
Rock Rivers Bancorp,BHC-SP,1827914,Rock Rapids,IA,6/30/2025,"350,211","14,714"
Chalybeate Springs Corporation,BHC-SP,1838068,Hughes Springs,TX,6/30/2025,"308,332","50,967"
"Krause Financial, Inc.",BHC-SP,1843576,Winnebago,MN,6/30/2025,"60,213","5,788"
"Northern Interstate Financial, Inc.",BHC-SP,1871588,Norway,MI,6/30/2025,"189,438","9,815"
"Northwest Sooner Bancshares, Inc.",BHC-SP,2015857,Okarche,OK,6/30/2025,"128,146","20,171"
"C.S.B. Bancshares, Inc.",BHC-SP,2100089,Somerville,TX,6/30/2025,"1,151,220","133,199"
"Summit Bancshares, Ltd.",BHC-SP,2267937,Olney,IL,6/30/2025,"458,254","45,742"
"Oconomowoc Bancshares, Inc.",BHC-SP,2320618,Oconomowoc,WI,6/30/2025,"2,532,771","176,169"
"Paris Bancshares, Inc.",BHC-SP,2465283,Paris,TX,6/30/2025,"467,463","65,274"
"Pinnacle Bancshares, Inc.",BHC-SP,2520605,Jasper,AL,6/30/2025,"354,101","17,050"
"Edison Bancshares, Inc.",BHC-SP,2591258,Fort Myers,FL,6/30/2025,"408,342","37,142"
"Central South Bancorporation, Inc.",BHC-SP,2732574,Indianola,IA,6/30/2025,"553,083","25,121"
"Third Street Bancshares, Inc.",BHC-SP,2747288,Marietta,OH,6/30/2025,"132,476","23,660"
"Gouverneur Bancorp, Inc.",BHC-SP,2801014,Gouverneur,NY,6/30/2025,"196,719","31,397"
Iowa State Financial Services Corporation,BHC-SP,2858399,Fairfield,IA,6/30/2025,"302,668","17,220"
"Grain Valley Bancshares, Inc.",BHC-SP,2858942,Grain Valley,MO,6/30/2025,"108,377","24,126"
"Cornerstone Bancorp, Inc.",BHC-SP,2929383,Palatine,IL,6/30/2025,"1,000,224","84,456"
"Commerce National Bankshares Of Florida, Inc.",BHC-SP,3148622,Winter Park,FL,6/30/2025,"180,164","18,758"
Peoples Bancshares Corp,BHC-SP,3199790,Boonville,IN,6/30/2025,"243,911","27,196"
"Aspire Bancshares, Inc.",BHC-SP,3435957,Fargo,ND,6/30/2025,"63,596","5,817"
"Cbos Bankshares, Inc.",BHC-SP,3450530,Merritt Island,FL,6/30/2025,"262,219","20,205"
BHCB Holding Company,BHC-SP,3636389,Rapid City,SD,6/30/2025,"491,835","36,615"
"3mv Bancorp, Inc.",BHC-SP,3637939,Omaha,NE,6/30/2025,"907,314","106,910"
"Crossbridge Financial, Inc.",BHC-SP,3823956,Tomahawk,WI,6/30/2025,"215,623","24,711"
Crossbridge Mutual Holding Company,BHC-SP,3823965,Tomahawk,WI,6/30/2025,"215,623","24,719"
"Crazy Woman Creek Bancorp, Inc.",BHC-SP,3835100,Buffalo,WY,6/30/2025,"197,298","16,671"
United Tennessee Bankshares,BHC-SP,3842108,Newport,TN,6/30/2025,"274,496","20,644"
"Vintage Bancorp, Inc.",BHC-SP,4399337,Wichita,KS,6/30/2025,"266,436","11,599"
South Porte Financial Inc.,BHC-SP,4456593,Marion,IL,6/30/2025,"274,315","26,038"
"Banc3 Holdings, Inc",BHC-SP,4953337,Memphis,TN,6/30/2025,"458,527","45,708"
Margaret Parker Platter Charitable Trust,BHC-SP,5013694,Osceola,MO,6/30/2025,"8,637","8,637"
"Marine Bancorp Of Florida, Inc.",BHC-SP,5076215,Vero Beach,FL,6/30/2025,"630,179","40,155"
"Sunrise Bancshares, Inc.",BHC-SP,5114368,Orlando,FL,6/30/2025,"596,332","52,132"
"Hnb Bancorp, Inc.",BHC-SP,5558672,Hannibal,MO,6/30/2025,"961,255","108,499"
"Tc Financial Holdings, Inc.",BHC-SP,5678235,New Lenox,IL,6/30/2025,"162,423","19,390"
Wdco Ventures Llc,BHC-SP,5801257,Oklahoma City,OK,6/30/2025,"135,074","21,938"
Gulf Atlantic Financial Corporation,BHC-SP,5866340,Key West,FL,6/30/2025,"195,107","16,674"
"Fifth District Bancorp, Inc.",BHC-SP,5926918,New Orleans,LA,6/30/2025,"535,844","127,940"
Republic Trinidad Corporation,BHC-SP,1054073,Houston,TX,6/30/2025,"265,471","3,332"
"Thayer Agency, Inc.",BHC-SP,1058932,Hebron,NE,6/30/2025,"84,618","8,295"
"Mcclain County Bancorporation, Inc.",BHC-SP,1060485,Purcell,OK,6/30/2025,"275,919","33,352"
Green City Bancshares Inc.,BHC-SP,1061165,Green City,MO,6/30/2025,"77,444","4,621"
Citizens Commerce Corporation,BHC-SP,1064139,Ardmore,OK,6/30/2025,"321,793","26,999"
"Bancshares Of Glasgow, Inc.",BHC-SP,1064979,Glasgow,MO,6/30/2025,"60,222","6,426"
First National Utica Company,BHC-SP,1065109,Utica,NE,6/30/2025,"77,985","10,727"
"B.O.E. Bancshares, Inc.",BHC-SP,1065172,Lawton,OK,6/30/2025,"1,224,055","104,475"
"Andrew Johnson Bancshares, Inc.",BHC-SP,1083185,Greeneville,TN,6/30/2025,"603,917","44,109"
"American Bancorp, Inc.",BHC-SP,1085349,Opelousas,LA,6/30/2025,"248,705","23,976"
"Paducah Bank Shares, Inc.",BHC-SP,1099908,Paducah,KY,6/30/2025,"1,028,750","89,239"
"First Western Bancshares, Inc.",BHC-SP,1100091,Booneville,AR,6/30/2025,"742,539","47,688"
"Full Service Insurance Agency, Inc.",BHC-SP,1123858,Buxton,ND,6/30/2025,"395,201","35,286"
First Berne Financial Corporation,BHC-SP,1133008,Berne,IN,6/30/2025,"1,122,396","61,792"
"Grant County Bancorporation, Inc.",BHC-SP,1136371,Carson,ND,6/30/2025,"43,844","6,473"
"Shell Lake Bancorp, Inc.",BHC-SP,1139251,Shell Lake,WI,6/30/2025,"349,666","34,635"
Vermilion Bancshares Corporation,BHC-SP,1141898,Kaplan,LA,6/30/2025,"147,726","16,348"
"C-b-g, Inc.",BHC-SP,1201448,Wapello,IA,6/30/2025,"290,262","7,573"
"Oakland Financial Services, Inc.",BHC-SP,1203125,Oakland,IA,6/30/2025,"639,890","42,252"
First Citizens Financial Corp.,BHC-SP,1203509,Mason City,IA,6/30/2025,"1,829,695","189,190"
"Schaumburg Bancshares, Inc.",BHC-SP,1204609,Schaumburg,IL,6/30/2025,"146,777","18,898"
Liberty Bancorporation,BHC-SP,1204784,Durant,IA,6/30/2025,"178,089","33,956"
"Manhattan Bancshares, Inc.",BHC-SP,1206603,Manhattan,IL,6/30/2025,"269,972","19,372"
Central Bank Corporation,BHC-SP,1246805,Sault Sainte Marie,MI,6/30/2025,"459,559","39,411"
"Mid America Banks, Inc.",BHC-SP,1247905,Ames,IA,6/30/2025,"138,515","10,313"
"Vogel Bancshares, Inc.",BHC-SP,1249703,Orange City,IA,6/30/2025,"1,188,701","94,357"
"Plainview Bankshares, Inc.",BHC-SP,1485800,Plainview,MN,6/30/2025,"417,558","31,551"
"Blairstown Bancorp, Inc.",BHC-SP,1491708,Blairstown,IA,6/30/2025,"52,190","9,467"
"Prism Group, Inc.",BHC-SP,1854303,Hamilton,MO,6/30/2025,"110,896","2,696"
Big Bend Bancshares Corporation,BHC-SP,1918081,Marfa,TX,6/30/2025,"161,802","19,785"
"First Cecilian Bancorp, Inc.",BHC-SP,1928633,Cecilia,KY,6/30/2025,"1,559,050","168,666"
Twin River Financial Corp.,BHC-SP,2081722,Lewiston,ID,6/30/2025,"159,672","20,071"
"First State Bancshares Of Dekalb County, Inc.",BHC-SP,2115449,Fort Payne,AL,6/30/2025,"340,305","39,454"
Covington Capital Corporation,BHC-SP,2228590,Collins,MS,6/30/2025,"102,776","13,105"
"Independent Bancshares, Inc.",BHC-SP,2466235,Excelsior,MN,6/30/2025,"914,241","67,981"
"Ifb Holdings, Inc.",BHC-SP,2508144,Chillicothe,MO,6/30/2025,"95,241","9,993"
Baybank Corporation,BHC-SP,2533070,Gladstone,MI,6/30/2025,"165,061","15,289"
Washington Bancorp,BHC-SP,2604493,Washington,IA,6/30/2025,"149,057","11,095"
Community National Corporation,BHC-SP,2613141,Lexington,TN,6/30/2025,"317,485","25,960"
"City Bancshares, Inc.",BHC-SP,2625283,Natchitoches,LA,6/30/2025,"349,763","39,932"
Firstand Co.,BHC-SP,2684589,Hordville,NE,6/30/2025,"49,180","5,610"
Texas National Bancorporation,BHC-SP,2716471,Jacksonville,TX,6/30/2025,"848,986","87,783"
Astra Financial Corporation,BHC-SP,2723862,De Soto,KS,6/30/2025,"191,998","20,479"
"Synergy Bancshares, Inc.",BHC-SP,2748490,Houma,LA,6/30/2025,"1,242,632","169,005"
Cameron Financial Corporation,BHC-SP,2762384,Cameron,TX,6/30/2025,"745,380","54,659"
"First Secure Bank Group, Inc.",BHC-SP,2805544,Sugar Grove,IL,6/30/2025,"1,162,374","121,294"
"Peoples Bancorp, Inc.",BHC-SP,2814528,Lubbock,TX,6/30/2025,"1,138,221","96,632"
"First Commerce Bancorp, Inc.",BHC-SP,2909170,Somerset,KY,6/30/2025,"423,969","60,008"
"Cnb Financial Services, Inc.",BHC-SP,2909200,Berkeley Springs,WV,6/30/2025,"673,711","42,758"
"Woodford Bancshares, Inc.",BHC-SP,2961347,Monroe,WI,6/30/2025,"481,414","16,537"
"Orchid Financial Bancorp, Inc.",BHC-SP,3116498,South Elgin,IL,6/30/2025,"476,300","25,987"
"City Bancshares, Inc.",BHC-SP,3218543,Corsicana,TX,6/30/2025,"62,018","7,252"
First Ic Corporation,BHC-SP,3589980,Doraville,GA,6/30/2025,"1,254,597","145,025"
"Patterson Bancshares, Inc.",BHC-SP,3631469,Patterson,LA,6/30/2025,"307,268","23,885"
"Legacy Bancshares, Inc.",BHC-SP,5070192,Springdale,AR,6/30/2025,"1,172,272","86,185"
"Boh Holdings, Inc.",BHC-SP,5193420,Houston,TX,6/30/2025,"751,214","71,473"
"Quoin Bancshares, Inc.",BHC-SP,5862351,Clarkfield,MN,6/30/2025,"243,366","19,841"
C.S.B. Co.,BHC-SP,1055696,Cozad,NE,6/30/2025,"513,756","89,208"
"First National Corporation Of Ardmore, Inc.",BHC-SP,1055726,Ardmore,OK,6/30/2025,"686,611","62,948"
"Norton Bankshares, Inc.",BHC-SP,1056992,Norton,KS,6/30/2025,"492,079","45,453"
"Western Oklahoma Bancshares, Inc.",BHC-SP,1062706,Elk City,OK,6/30/2025,"432,521","30,628"
"Prescott State Bank Holding Company, Inc.",BHC-SP,1062872,Prescott,KS,6/30/2025,"16,596","1,952"
"First Liberty Bancshares, Inc.",BHC-SP,1064924,Oklahoma City,OK,6/30/2025,"817,144","82,656"
"American Bancshares, Inc.",BHC-SP,1065444,Baxter Springs,KS,6/30/2025,"186,375","15,856"
"Fsc Bancshares, Inc.",BHC-SP,1067000,Cameron,MO,6/30/2025,"378,354","19,393"
"Rawlins Bankshares, Inc.",BHC-SP,1067701,Rawlins,WY,6/30/2025,"197,709","18,804"
"Gadsden Corporation, The",BHC-SP,1079067,Altoona,AL,6/30/2025,"385,800","47,130"
"Phelps County Bancshares, Inc.",BHC-SP,1095759,Rolla,MO,6/30/2025,"535,093","41,123"
"Monticello Bankshares, Inc.",BHC-SP,1097922,Monticello,KY,6/30/2025,"1,161,168","70,473"
"Franklin Bancorp, Inc.",BHC-SP,1098152,Franklin,KY,6/30/2025,"752,730","100,083"
"United Bancorp Of Princeton, Inc.",BHC-SP,1098554,Princeton,KY,6/30/2025,"222,536","14,931"
"Western Commerce Bancshares Of Carlsbad, Inc.",BHC-SP,1109227,Carlsbad,NM,6/30/2025,"814,546","62,705"
"FNB Bancorp, Inc.",BHC-SP,1117491,Newtown,PA,6/30/2025,"1,150,599","85,873"
"Vernon Center Bancshares, Inc.",BHC-SP,1127847,Vernon Center,MN,6/30/2025,"545,478","46,377"
"Vermillion Bancshares, Inc.",BHC-SP,1128581,Vermillion,MN,6/30/2025,"888,697","125,350"
Eastern Michigan Financial Corporation,BHC-SP,1129467,Croswell,MI,6/30/2025,"504,539","52,999"
"Peoples Exchange Bancshares, Inc.",BHC-SP,1138870,Monroeville,AL,6/30/2025,"95,325","10,163"
"Fnb Financial Services, Inc.",BHC-SP,1141227,Durant,OK,6/30/2025,"224,338","28,023"
"Citizens Bancshares Of Eldon, Missouri, Inc.",BHC-SP,1141900,Eldon,MO,6/30/2025,"233,031","25,177"
Citizens Guaranty Financial Corporation,BHC-SP,1143294,Irvine,KY,6/30/2025,"290,806","19,442"
Sloan State Corporation,BHC-SP,1201439,Sloan,IA,6/30/2025,"71,520","3,820"
Bankers Equity Corporation,BHC-SP,1201596,Palo,IA,6/30/2025,"48,090","3,282"
"Prairieland Bancorp, Inc.",BHC-SP,1206368,Bushnell,IL,6/30/2025,"86,919","6,155"
"Scott Bancshares, Inc.",BHC-SP,1206425,Bethany,IL,6/30/2025,"209,995","22,151"
Citba Financial Corporation,BHC-SP,1207208,Mooresville,IN,6/30/2025,"663,452","61,077"
"Port Bancshares, Inc.",BHC-SP,1208577,Port Washington,WI,6/30/2025,"948,084","57,160"
"First Liberty National Bancshares, Inc.",BHC-SP,1233627,Liberty,TX,6/30/2025,"825,491","63,946"
"Wells Bancshares, Inc.",BHC-SP,1248779,Platte City,MO,6/30/2025,"500,695","37,533"
"Tsb Bancorp, Inc.",BHC-SP,1249020,Fayetteville,GA,6/30/2025,"52,476","2,332"
Citizens Bancshares Corporation,BHC-SP,1357121,Olanta,SC,6/30/2025,"1,062,915","86,699"
First Dakota Financial Corporation,BHC-SP,1404687,Yankton,SD,6/30/2025,"3,057,321","246,132"
"Fostoria Bankshares, Inc.",BHC-SP,1416569,Fostoria,IA,6/30/2025,"200,970","22,136"
"Farmers State Bankshares, Inc.",BHC-SP,1717707,Holton,KS,6/30/2025,"76,858","8,464"
"Illinois State Bancorp, Inc.",BHC-SP,1889565,Chicago,IL,6/30/2025,"627,462","75,981"
FSB Bancorp,BHC-SP,1889846,Wever,IA,6/30/2025,"142,071","12,896"
Elkton Holding Company,BHC-SP,1943917,Elkton,SD,6/30/2025,"328,072","28,954"
"Friendship Bancshares, Inc.",BHC-SP,1978151,Jefferson City,MO,6/30/2025,"981,212","121,552"
New Mexico National Financial Incorporated,BHC-SP,2013947,Roswell,NM,6/30/2025,"184,616","14,245"
Fairmount Banking Company,BHC-SP,2033440,Fairmount,IN,6/30/2025,"61,650","7,001"
"Southeast Bancshares, Inc.",BHC-SP,2124795,Chanute,KS,6/30/2025,"470,067","45,001"
"Southeast Kansas Bancshares, Inc.",BHC-SP,2124816,Girard,KS,6/30/2025,"119,188","12,873"
Financial Corporation Of Louisiana,BHC-SP,2227182,Crowley,LA,6/30/2025,"538,832","45,067"
"Gillmor Financial Services, Inc.",BHC-SP,2257620,Old Fort,OH,6/30/2025,"856,192","37,989"
Communitycorp,BHC-SP,2352842,Walterboro,SC,6/30/2025,"368,941","19,955"
"Perryton Bancshares, Inc.",BHC-SP,2454773,Perryton,TX,6/30/2025,"190,524","26,513"
"Jewel Box Financial Services, Inc.",BHC-SP,2653071,Columbus,WI,6/30/2025,"649,843","78,386"
"Missouri Bancorp, Inc.",BHC-SP,3005248,Richmond,MO,6/30/2025,"90,273","11,990"
"Century Bancshares, Inc.",BHC-SP,3097458,Lawrenceburg,KY,6/30/2025,"194,633","12,856"
Checkspring Community Corporation,BHC-SP,3368916,Bronx,NY,6/30/2025,"516,472","51,483"
"Clay County State Bancshares, Inc.",BHC-SP,3390159,Louisville,IL,6/30/2025,"100,588","10,792"
"First Liberty Holdings, Llc",BHC-SP,3435845,Oklahoma City,OK,6/30/2025,"817,144","84,298"
"Touchmark Bancshares, Inc.",BHC-SP,3645886,Alpharetta,GA,6/30/2025,"426,007","73,407"
"Banckentucky, Inc.",BHC-SP,3832592,Murray,KY,6/30/2025,"535,159","38,655"
Sugar River Bancorp Mhc,BHC-SP,4191399,Newport,NH,6/30/2025,"404,623","44,172"
Beall Bancshares Inc.,BHC-SP,4412151,Velva,ND,6/30/2025,"174,914","13,245"
"Main Street Bancshares, Incorporated",BHC-SP,4625595,Marion,IL,6/30/2025,"18,047","2,235"
"Peoples Bancorp, Inc.",BHC-SP,4639435,Sheridan,AR,6/30/2025,"278,326","36,225"
"Ahb Bancshares, Inc.",BHC-SP,4665265,Clovis,NM,6/30/2025,"136,247","13,908"
"Fnb Barry Bancorp, Inc",BHC-SP,4805632,Barry,IL,6/30/2025,"187,259","20,566"
"Promiseone Bancorp, Inc.",BHC-SP,4816320,Duluth,GA,6/30/2025,"814,744","52,985"
Washington Savings Mhc,BHC-SP,4841069,Effingham,IL,6/30/2025,"585,523","61,778"
"Maple Financial Holdings, Inc.",BHC-SP,5136810,Dallas,TX,6/30/2025,"1,050,732","88,648"
"Lakeside Bancshares, Inc.",BHC-SP,5166134,Lake Charles,LA,6/30/2025,"377,276","34,710"
Somerville Bancorp,BHC-SP,5169667,Eaton,OH,6/30/2025,"275,493","18,761"
"Summit Bank Group, Inc.",BHC-SP,5513804,Eugene,OR,6/30/2025,"1,255,097","115,788"
"Eclipse Bancorp, Inc.",BHC-SP,5530632,Louisville,KY,6/30/2025,"488,909","32,450"
"Grey Mountain Holdings, Inc.",BHC-SP,5561748,Chillicothe,MO,6/30/2025,"95,241","5,101"
"Ark Valley Bankshares, Inc.",BHC-SP,1056732,La Junta,CO,6/30/2025,"137,265","23,516"
"First Bancorp Of Oklahoma, Inc.",BHC-SP,1058343,Oklahoma City,OK,6/30/2025,"874,740","81,045"
Tri-county Company,BHC-SP,1058697,Stuart,NE,6/30/2025,"222,669","14,537"
"Peoples National Bancshares Of Checotah, Inc.",BHC-SP,1066852,Checotah,OK,6/30/2025,"167,665","26,658"
"Saint Francisville Bancshares, Inc.",BHC-SP,1082544,Saint Francisville,LA,6/30/2025,"383,307","22,896"
Cottonrudy Investment Company,BHC-SP,1095245,Seymour,MO,6/30/2025,"223,305","15,416"
"First Arkansas Bancshares, Inc.",BHC-SP,1096550,Jacksonville,AR,6/30/2025,"1,086,507","89,081"
"Mansfield Bancshares, Inc.",BHC-SP,1106365,Mansfield,LA,6/30/2025,"806,256","29,124"
"Brenham Bancshares, Inc.",BHC-SP,1108789,Brenham,TX,6/30/2025,"481,454","41,167"
Adrian Building Corporation,BHC-SP,1125254,Adrian,MN,6/30/2025,"53,889","6,302"
"Minnehaha Banshares, Inc.",BHC-SP,1126354,Sioux Falls,SD,6/30/2025,"2,022,024","197,716"
"Quinlan Bancshares, Inc.",BHC-SP,1133428,Plano,TX,6/30/2025,"1,266,299","115,861"
"Easton Bancshares, Incorporated",BHC-SP,1134863,Easton,MN,6/30/2025,"27,545","3,693"
"Citizens Bancorporation Of New Ulm, Inc.",BHC-SP,1135114,New Ulm,MN,6/30/2025,"580,254","52,171"
"Pilot Point Bancorp, Inc.",BHC-SP,1135691,Pilot Point,TX,6/30/2025,"1,037,233","62,234"
"Canton Bancshares, Inc.",BHC-SP,1137293,Canton,OK,6/30/2025,"70,696","8,747"
"Apollo Bancorp, Inc.",BHC-SP,1139000,Apollo,PA,6/30/2025,"205,240","24,263"
"Pioneer Bancshares, Inc. Of Horatio, Ark",BHC-SP,1139091,Horatio,AR,6/30/2025,"300,467","32,510"
"CIB Marine Bancshares, Inc.",BHC-SP,1139532,Brookfield,WI,6/30/2025,"838,441","80,492"
"First Holding Company Of Park River, Inc",BHC-SP,1140266,Park River,ND,6/30/2025,"712,881","46,073"
Citizens Financial Corp.,BHC-SP,1142970,Elkins,WV,6/30/2025,"682,467","56,384"
Security National Corporation,BHC-SP,1200348,Dakota Dunes,SD,6/30/2025,"1,850,514","234,766"
"Union Bancorporation, Inc.",BHC-SP,1202098,Union Grove,WI,6/30/2025,"617,196","26,046"
"Ssb Bancorp, Inc.",BHC-SP,1203022,Bedford,IA,6/30/2025,"188,222","22,296"
"Bement Bancshares, Inc.",BHC-SP,1205923,Bement,IL,6/30/2025,"171,262","17,623"
"Forrest Bancshares, Inc.",BHC-SP,1207981,Forrest,IL,6/30/2025,"320,051","28,106"
G.S.B. Financial Corporation,BHC-SP,1210011,Garrett,IN,6/30/2025,"384,097","36,368"
"First Nokomis Bancorp, Inc.",BHC-SP,1248809,Nokomis,IL,6/30/2025,"177,779","19,115"
Cooper Lake Financial Corporation,BHC-SP,1249280,Cooper,TX,6/30/2025,"54,297","7,207"
"Richwood Bancshares, Inc.",BHC-SP,1250651,Richwood,OH,6/30/2025,"1,227,317","87,828"
"Htb, Inc.",BHC-SP,1427033,Osage,IA,6/30/2025,"285,200","24,548"
Bainum Bancorp,BHC-SP,1491333,Glenwood,AR,6/30/2025,"889,870","76,186"
CSRA Bank Corp.,BHC-SP,1493672,Wrens,GA,6/30/2025,"481,489","27,393"
"First Bancshares Of Stevenson, Inc.",BHC-SP,1869987,Stevenson,AL,6/30/2025,"854,972","54,844"
"High Point Financial Services, Inc.",BHC-SP,1916948,Forreston,IL,6/30/2025,"468,212","-3,894"
"Stateline Community Bancshares, Inc.",BHC-SP,1975468,Orangeville,IL,6/30/2025,"289,946","40,111"
"Fort Ridgely National Bancorporation, Inc.",BHC-SP,2131373,Fairfax,MN,6/30/2025,"37,132","13,642"
Community Financial Corporation,BHC-SP,2254704,Topeka,KS,6/30/2025,"182,419","23,428"
Norcon Financial Corp.,BHC-SP,2338033,Conway Springs,KS,6/30/2025,"121,745","7,087"
"Cnb Bancorp, Inc.",BHC-SP,2376969,Woodsfield,OH,6/30/2025,"146,492","10,126"
"Rbc, Inc.",BHC-SP,2526755,Demopolis,AL,6/30/2025,"478,055","51,707"
"Maypearl Bancshares, Inc.",BHC-SP,2591267,Maypearl,TX,6/30/2025,"106,889","17,356"
Beo Bancorp,BHC-SP,2615154,Heppner,OR,6/30/2025,"883,757","89,581"
Gideon Enterprises L.P.,BHC-SP,2839781,Topeka,KS,6/30/2025,"505,213","48,188"
"Msb Financial, Inc.",BHC-SP,2851318,Manhattan,MT,6/30/2025,"265,223","21,246"
"Generations Bancorp Ny, Inc",BHC-SP,2912442,Seneca Falls,NY,6/30/2025,"373,369","34,134"
Northfield Mhc,BHC-SP,2934305,Northfield,VT,6/30/2025,"1,560,737","142,728"
"Northfield Bancorp, Inc.",BHC-SP,2934314,Northfield,VT,6/30/2025,"1,560,737","142,696"
Gideon Management L.L.C.,BHC-SP,3015582,Topeka,KS,6/30/2025,"505,213",535
"H2h Bancshares, Inc.",BHC-SP,3068636,Hosmer,SD,6/30/2025,"20,932","3,733"
"SV Financial, Inc.",BHC-SP,3093919,Sterling,IL,6/30/2025,"731,707","44,765"
"Monticello Bancshares, Inc.",BHC-SP,3112472,Monticello,MO,6/30/2025,"152,115","14,356"
"Resource Bankshares, Inc.",BHC-SP,3136405,Covington,LA,6/30/2025,"957,214","115,559"
"First Financial Bancshares, Inc.",BHC-SP,3385137,Lawrence,KS,6/30/2025,"507,439","52,210"
"Lusitania Financial, Mhc",BHC-SP,3789986,Newark,NJ,6/30/2025,"394,667","57,974"
"Oregon Bancorp, Inc.",BHC-SP,3823198,Salem,OR,6/30/2025,"459,537","74,362"
"Cypress Bancshares, Inc.",BHC-SP,3823974,Pittsburg,TX,6/30/2025,"231,309","17,956"
Mid-america Financial Corporation,BHC-SP,3835230,Hays,KS,6/30/2025,"355,736","38,875"
"Sandhills Bancshares, Inc.",BHC-SP,3951998,Monahans,TX,6/30/2025,"229,338","23,219"
"Lake Central Financial, Inc.",BHC-SP,4035943,Annandale,MN,6/30/2025,"279,651","26,370"
"Cullman Bancorp, Inc",BHC-SP,4096494,Cullman,AL,6/30/2025,"445,409","95,761"
"TXRB Holdings, Inc.",BHC-SP,4215745,Frisco,TX,6/30/2025,"492,200","65,559"
"Anchor Bancshares, Inc.",BHC-SP,4851675,Crawford,TX,6/30/2025,"148,466","16,009"
"Wcf Bancorp, Inc.",BHC-SP,4974631,Webster City,IA,6/30/2025,"221,976","22,305"
"Paramount Financial Group, LLC",BHC-SP,5119363,Hazelwood,MO,6/30/2025,"84,357","3,029"
"Tc Bancshares, Inc.",BHC-SP,5587421,Thomasville,GA,6/30/2025,"516,047","76,213"
"Power Bancshares, Inc.",BHC-SP,5813513,Bradley,AR,6/30/2025,"73,614","6,133"
"Lindoe, Inc.",BHC-SP,1052387,Ordway,CO,6/30/2025,"243,728","27,717"
Cedar Bancorp,BHC-SP,1063301,Hartington,NE,6/30/2025,"137,827","11,023"
"First National Bancshares Of Scott City, Ltd",BHC-SP,1066937,Scott City,KS,6/30/2025,"166,108","20,564"
Fsb Financial Corp,BHC-SP,1071605,New Madison,OH,6/30/2025,"254,366","29,991"
Commercial Grayson Bancshares Inc.,BHC-SP,1071810,Grayson,KY,6/30/2025,"241,130","26,778"
"York Bancshares, Inc.",BHC-SP,1076208,York,SC,6/30/2025,"301,588","38,138"
"Edmonton Bancshares, Inc.",BHC-SP,1098031,Edmonton,KY,6/30/2025,"1,106,098","113,679"
"Lebanon Bancshares, Inc.",BHC-SP,1098451,Lebanon,KY,6/30/2025,"141,337","13,611"
Commercial Holding Company,BHC-SP,1099382,Paris,TN,6/30/2025,"1,108,485","83,108"
"Sharp Bancshares, Inc.",BHC-SP,1099663,Cave City,AR,6/30/2025,"190,873","8,495"
"Farmers And Merchants Bankshares, Inc.",BHC-SP,1099672,Stuttgart,AR,6/30/2025,"1,899,118","166,889"
"First Texas Bancorp, Inc.",BHC-SP,1100813,Georgetown,TX,6/30/2025,"1,570,024","201,978"
"Jacksboro National Bancshares, Inc.",BHC-SP,1104503,Jacksboro,TX,6/30/2025,"297,761","25,252"
"Fsb Holding Company, Inc.",BHC-SP,1126185,Trimont,MN,6/30/2025,"74,919","10,326"
Bancommunity Service Corporation,BHC-SP,1128460,Saint Peter,MN,6/30/2025,"436,175","37,108"
"Citizens Bancshares Of Batesville, Inc.",BHC-SP,1131077,Batesville,AR,6/30/2025,"1,484,222","92,978"
Wnb Holding Company,BHC-SP,1133660,Winona,MN,6/30/2025,"558,084","50,402"
"Kirkpatrick Bancorp, Inc.",BHC-SP,1136269,Edmond,OK,6/30/2025,"981,737","72,427"
"Putnam County Bancorp, Inc.",BHC-SP,1136492,Hennepin,IL,6/30/2025,"164,947","17,239"
"Granger Bancshares, Inc.",BHC-SP,1137257,Granger,TX,6/30/2025,"47,863","5,714"
