Company Name,Type,RSSD ID,City,State,MRQ,Total Assets,PCO Tangible Common Equity
[Do not alter shaded columns]                             QA Field ID,,,,,,,3270
Field Type,,,,,,,BHC-SP
Period,,,,,,,6/30/25
Duration,,,,,,MRQ,
"Tab Bank Holdings, Inc.",BHC-SP,4748766,Salt Lake City,UT,6/30/2025,"1,646,989","166,318"
"Blair Holdings, Inc.",BHC-SP,4771960,Omaha,NE,6/30/2025,"618,678","70,334"
"Danes Holdings, Inc.",BHC-SP,4771979,Omaha,NE,6/30/2025,"535,631","48,394"
Red Oak Financial Corporation,BHC-SP,4771988,Omaha,NE,6/30/2025,"206,138","32,884"
"York Holdings, Inc.",BHC-SP,4771997,Omaha,NE,6/30/2025,"186,584","29,073"
Equitable Financial Corp.,BHC-SP,4841041,Grand Island,NE,6/30/2025,"518,566","51,799"
"FVCBankcorp, Inc.",BHC-SP,4875907,Fairfax,VA,6/30/2025,"2,237,250","243,163"
"Maine Community Bancorp, Mhc",BHC-SP,4902643,Portland,ME,6/30/2025,"2,752,843","245,513"
"Maine Community Bancorp, Inc.",BHC-SP,4902652,Portland,ME,6/30/2025,"2,752,843","245,244"
Ascent Bancorp,BHC-SP,4968368,Helena,MT,6/30/2025,"107,487","9,708"
Op Bancorp,BHC-SP,4980409,Los Angeles,CA,6/30/2025,"2,563,595","213,718"
"Peach State Bancshares, Inc.",BHC-SP,5010479,Gainesville,GA,6/30/2025,"729,507","43,001"
"Tectonic Financial, Inc.",BHC-SP,5077977,Dallas,TX,6/30/2025,"997,020","99,080"
"Noble Bancshares, Inc.",BHC-SP,5109672,Anniston,AL,6/30/2025,"434,329","24,936"
"Heritage Nola Bancorp, Inc.",BHC-SP,5110324,Covington,LA,6/30/2025,"187,468","20,607"
Wallkill Valley Bancorp Inc,BHC-SP,5117565,Wallkill,NY,6/30/2025,"471,676","44,072"
Wallkill Valley Bancorp Mhc,BHC-SP,5117592,Wallkill,NY,6/30/2025,"471,724","44,120"
"Cbc Financial, Inc.",BHC-SP,5164626,Normal,IL,6/30/2025,"36,417","3,006"
Pb Financial Corporation,BHC-SP,5165070,Rocky Mount,NC,6/30/2025,"1,401,591","121,759"
Jbnv Holding Corp,BHC-SP,5306583,Las Vegas,NV,6/30/2025,"205,481","42,210"
"Aspermont Bankshares, Inc.",BHC-SP,5325212,Aspermont,TX,6/30/2025,"125,708","1,343"
"Ffbw, Inc.",BHC-SP,5426847,Brookfield,WI,6/30/2025,"274,914","68,996"
"Ives Mutual Holding Company, Inc.",BHC-SP,5471360,Danbury,CT,6/30/2025,"1,653,071","214,252"
"Anchor Bancorp, Inc.",BHC-SP,5474820,Palm Beach Gardens,FL,6/30/2025,"504,047","26,416"
"St Hldgs, Inc.",BHC-SP,5481864,Orlando,FL,6/30/2025,"76,009","6,751"
Lewis & Clark Bancorp,BHC-SP,5491283,Oregon City,OR,6/30/2025,"345,877","33,541"
"Affinity Bancshares, Inc.",BHC-SP,5535301,Covington,GA,6/30/2025,"935,569","124,100"
One American Financial Corporation,BHC-SP,5536791,Sioux Falls,SD,6/30/2025,"385,147","30,794"
"Cypress Capital Group, Inc.",BHC-SP,5543052,Palm Beach,FL,6/30/2025,"195,914","31,757"
"Marathon Bancorp, Inc.",BHC-SP,5557518,Wausau,WI,6/30/2025,"238,414","45,381"
R. Dean Phillips Bank Trust Dated 11-19-2004,BHC-SP,5558681,Las Vegas,NV,6/30/2025,"2,355,521","216,774"
"Wnb Holdings, Llc",BHC-SP,5559222,North Platte,NE,6/30/2025,"183,271","5,627"
"Pb Bankshares, Inc",BHC-SP,5587168,Coatesville,PA,6/30/2025,"464,127","50,345"
"Gateway First Bancorp, Inc.",BHC-SP,5610860,Jenks,OK,6/30/2025,"2,030,093","328,764"
"Global Innovations Holdings, Incorporated",BHC-SP,5610936,Rapid City,SD,6/30/2025,"99,121","4,675"
Vecta Partners Llc,BHC-SP,5620636,New York,NY,6/30/2025,"86,448","7,100"
"Community Capital Bancorp, Inc.",BHC-SP,5625350,Sour Lake,TX,6/30/2025,231,"18,496"
Blue Foundry Bancorp,BHC-SP,5650781,Rutherford,NJ,6/30/2025,"2,124,112","321,300"
"Local Bancorp, Inc.",BHC-SP,5683604,Little Rock,AR,6/30/2025,"95,994","16,408"
Pbco Financial Corporation,BHC-SP,5687273,Medford,OR,6/30/2025,"811,098","93,340"
"Twin Cedars Bancorp, Inc.",BHC-SP,5693180,Bussey,IA,6/30/2025,"113,493","14,031"
"Seattle Bancshares, Inc.",BHC-SP,5719307,Seattle,WA,6/30/2025,"1,013,214","97,672"
"Vwf Bancorp, Inc.",BHC-SP,5723760,Van Wert,OH,6/30/2025,"396,905","34,768"
"Studio Financial Holdings, Inc.",BHC-SP,5728886,Nashville,TN,6/30/2025,"1,077,954","79,311"
Mesa West Bancorp,BHC-SP,5759200,Farmington,NM,6/30/2025,"567,243","53,017"
"Fbol Bancshares, Inc.",BHC-SP,5781500,Osage Beach,MO,6/30/2025,"1,867,716","64,627"
"Sr Bancorp, Inc.",BHC-SP,5805657,Bound Brook,NJ,6/30/2025,"1,083,016","192,391"
West Coast Community Bancorp,BHC-SP,5851711,Santa Cruz,CA,6/30/2025,"2,650,436","356,922"
"Cosperity Bancorp, Inc.",BHC-SP,5863264,Lees Summit,MO,6/30/2025,"1,000,642","106,266"
"Ccb Bancorp, Inc.",BHC-SP,5933318,Athens,GA,6/30/2025,"251,876","28,180"
"Arlo Financial Holdings, Inc.",BHC-SP,5950119,Springfield,MO,6/30/2025,"161,534","42,477"
"Producer Bancorp, Inc.",BHC-SP,5962635,Beaumont,TX,6/30/2025,"15,142","15,121"
"Bank Management, Inc.",BHC-SP,1020854,Wahoo,NE,6/30/2025,"461,051","35,342"
Pueblo Bancorporation,BHC-SP,1022997,Pueblo,CO,6/30/2025,"647,733","77,053"
First Utah Bancorporation,BHC-SP,1027992,Salt Lake City,UT,6/30/2025,"863,277","79,186"
Trans Pacific Bancorp,BHC-SP,1031515,San Francisco,CA,6/30/2025,"176,564","3,696"
Citizens Investment Company,BHC-SP,1050226,Thornton,CO,6/30/2025,"265,180","31,888"
"Central Bancshares, Inc.",BHC-SP,1050495,Cambridge,NE,6/30/2025,"477,515","31,917"
"First National Agency, Inc.",BHC-SP,1051625,Cimarron,KS,6/30/2025,"142,475","6,011"
Exchange Bankshares Corporation Of Kansas,BHC-SP,1054000,Atchison,KS,6/30/2025,"595,813","72,398"
"Midstate Bancorp, Inc.",BHC-SP,1054091,Oklahoma City,OK,6/30/2025,"644,351","40,931"
"Wood & Huston Bancorporation, Inc.",BHC-SP,1058558,Marshall,MO,6/30/2025,"1,191,227","117,618"
Lindsay State Company,BHC-SP,1059537,Lindsay,NE,6/30/2025,"91,184","8,068"
"Las Vegas Bancorporation, Inc.",BHC-SP,1060168,Albuquerque,NM,6/30/2025,"509,128","49,015"
"Central Of Kansas, Inc.",BHC-SP,1064429,Junction City,KS,6/30/2025,"1,302,706","144,948"
"Harrison County Bancshares, Inc.",BHC-SP,1067215,Unionville,MO,6/30/2025,"519,386","58,426"
"Community Bancshares, Inc.",BHC-SP,1067532,Seneca,KS,6/30/2025,"855,249","37,763"
Sb Financial Group Inc,BHC-SP,1071454,Defiance,OH,6/30/2025,"1,486,301","133,648"
"United Bancorp, Inc.",BHC-SP,1071502,Martins Ferry,OH,6/30/2025,"847,884","59,657"
Middlefork Financial Group Inc.,BHC-SP,1071539,Hyden,KY,6/30/2025,"269,706","16,933"
Bath County Banking Company,BHC-SP,1071735,Owingsville,KY,6/30/2025,"100,600","9,019"
Citizens Bancshares Corporation,BHC-SP,1078958,Atlanta,GA,6/30/2025,"784,412","69,110"
"Repton Supply Company, Inc.",BHC-SP,1079236,Brewton,AL,6/30/2025,"56,272","9,737"
Trust No. 3 Under The Will Of Charles Henderson,BHC-SP,1080139,Troy,AL,6/30/2025,"1,620,007","118,504"
Great Southern Capital Corporation,BHC-SP,1080568,Meridian,MS,6/30/2025,"346,152","23,960"
"Mansura Bancshares, Inc.",BHC-SP,1081097,Mansura,LA,6/30/2025,"549,716","74,280"
First Volunteer Corporation,BHC-SP,1081716,Chattanooga,TN,6/30/2025,"2,330,992","248,012"
First National Corporation Of Picayune,BHC-SP,1083318,Picayune,MS,6/30/2025,"309,183","38,528"
"First Bancorporation Of Geraldine, Inc.",BHC-SP,1084753,Geraldine,AL,6/30/2025,"217,547","24,506"
"Lafayette Bankshares, Inc.",BHC-SP,1085965,La Fayette,GA,6/30/2025,"407,222","13,159"
"Boe Bancshares, Inc.",BHC-SP,1086140,Edison,GA,6/30/2025,"80,459","4,085"
Townsend Financial Corporation,BHC-SP,1095807,Parsons,TN,6/30/2025,"71,652","6,833"
"Callaway Security Banks, Inc.",BHC-SP,1097098,Fulton,MO,6/30/2025,"498,704","45,606"
First Valley National Corp.,BHC-SP,1097100,Clarksdale,MS,6/30/2025,"382,021","40,022"
First Of Murphysboro Corp.,BHC-SP,1097678,Murphysboro,IL,6/30/2025,"85,028","4,409"
"Community Financial Services, Inc.",BHC-SP,1097986,Benton,KY,6/30/2025,"1,396,123","88,246"
"Smackover Bancshares, Inc.",BHC-SP,1098264,Smackover,AR,6/30/2025,"256,082","25,901"
Bancorp Of Southern Indiana,BHC-SP,1098590,Seymour,IN,6/30/2025,"1,040,151","77,448"
"First Bancorp, Inc.",BHC-SP,1099140,Russell Springs,KY,6/30/2025,"784,238","80,976"
"First Bancorp Of Sparta, Ltd.",BHC-SP,1099421,Sparta,IL,6/30/2025,"103,938","12,571"
First Vandalia Corp.,BHC-SP,1099654,Vandalia,IL,6/30/2025,"486,580","42,378"
"Maries County Bancorp., Inc.",BHC-SP,1099814,Vienna,MO,6/30/2025,"606,558","72,151"
"Espuela Bank Shares, Inc.",BHC-SP,1102554,Spur,TX,6/30/2025,"116,579","7,619"
"Brownwood Bancshares, Inc.",BHC-SP,1103373,Brownwood,TX,6/30/2025,"290,827","27,200"
"Goldthwaite Bancshares, Inc.",BHC-SP,1103999,Goldthwaite,TX,6/30/2025,"436,573","30,904"
"Community Bank Holdings Of Texas, Inc.",BHC-SP,1104017,Corsicana,TX,6/30/2025,"1,579,678","128,427"
"Sundown Bankshares, Inc.",BHC-SP,1104389,Sundown,TX,6/30/2025,"286,977","31,162"
"Cbc, Inc.",BHC-SP,1106628,Clovis,NM,6/30/2025,"496,230","31,801"
"Coleman Bancshares, Inc.",BHC-SP,1107072,Coleman,TX,6/30/2025,"238,166","18,812"
"Herring Bancorp, Inc.",BHC-SP,1109496,Amarillo,TX,6/30/2025,"510,690","45,188"
Cnb National Financial Corporation,BHC-SP,1110205,San Saba,TX,6/30/2025,"85,095","9,556"
"Snb Financial, Inc.",BHC-SP,1110278,Big Spring,TX,6/30/2025,"599,959","69,516"
Grand Bank Corporation,BHC-SP,1115406,Marblehead,MA,6/30/2025,"500,840","90,588"
First Keystone Corporation,BHC-SP,1118265,Berwick,PA,6/30/2025,"1,437,389","107,521"
"Pike Bancorp, Inc.",BHC-SP,1118966,Pittsfield,IL,6/30/2025,"330,635","48,825"
"Springfield Bankshares, Inc.",BHC-SP,1119365,Springfield,KY,6/30/2025,"447,759","51,248"
"Greenville Bancshares, Inc.",BHC-SP,1119431,Piedmont,MO,6/30/2025,"706,524","118,610"
"Bellingham Corporation, The",BHC-SP,1122132,Sioux Falls,SD,6/30/2025,"49,158","4,700"
Kimberly Leasing Corporation,BHC-SP,1122990,Augusta,WI,6/30/2025,"624,568","56,400"
"First Sleepy Eye Bancorporation, Inc.",BHC-SP,1123401,Sioux Falls,SD,6/30/2025,"259,473","35,745"
"Arlco, Inc.",BHC-SP,1123728,Arlington,MN,6/30/2025,"57,524","2,999"
Peoples State Holding Company,BHC-SP,1123821,Westhope,ND,6/30/2025,"70,685","8,842"
"South Dakota Bancshares, Inc.",BHC-SP,1124060,Pierre,SD,6/30/2025,"1,843,724","95,848"
"Swanville Bancshares, Inc.",BHC-SP,1124622,Swanville,MN,6/30/2025,"25,490","4,329"
"Highland Bancshares, Inc.",BHC-SP,1124659,Saint Paul,MN,6/30/2025,"781,399","30,513"
"Prairie Bancshares, Inc.",BHC-SP,1125058,Lester Prairie,MN,6/30/2025,"84,456","6,661"
"Wilcox Bancshares, Inc.",BHC-SP,1125245,Grand Rapids,MN,6/30/2025,"362,511","25,936"
"Henning Bancshares, Inc.",BHC-SP,1125290,Henning,MN,6/30/2025,"394,232","27,625"
"Freeport Bancshares, Inc.",BHC-SP,1125795,Freeport,MN,6/30/2025,"168,188","15,290"
"Perham State Bancshares, Inc.",BHC-SP,1126242,Perham,MN,6/30/2025,"347,763","23,451"
Mclean Bank Holding Company,BHC-SP,1126523,Washburn,ND,6/30/2025,"326,537","30,436"
"Koda Bancor, Inc.",BHC-SP,1126671,Drayton,ND,6/30/2025,"519,490","51,872"
"First State Agency Of Le Center, Inc.",BHC-SP,1127940,Le Center,MN,6/30/2025,"110,497","11,280"
"Underwood Bancshares, Inc.",BHC-SP,1128385,Underwood,MN,6/30/2025,"108,732","8,175"
"Carlson Bankshares, Inc.",BHC-SP,1128451,New London,MN,6/30/2025,"50,910","3,433"
"Wyoming Bancshares, Inc.",BHC-SP,1128554,Wyoming,MN,6/30/2025,"224,312","33,775"
"Baldwin Bancshares, Inc.",BHC-SP,1128639,Baldwin,WI,6/30/2025,"265,404","17,540"
"Flagship Financial Group, Inc.",BHC-SP,1128675,Eden Prairie,MN,6/30/2025,"1,215,409","98,725"
"Saint Clair Agency, Inc.",BHC-SP,1128723,Saint Clair,MN,6/30/2025,"126,591","14,622"
"Bakken Securities, Inc.",BHC-SP,1129029,Saint Louis Park,MN,6/30/2025,"328,097","15,421"
Evergreen Bancorporation,BHC-SP,1129627,Evergreen,CO,6/30/2025,"133,418","15,725"
"West Central Bancshares, Inc.",BHC-SP,1129944,Ashland,IL,6/30/2025,"246,482","19,709"
"Queensborough Company, The",BHC-SP,1130904,Augusta,GA,6/30/2025,"2,159,360","147,050"
First Community Financial Corporation,BHC-SP,1132896,Mifflintown,PA,6/30/2025,"673,645","40,867"
"Logan County Bancshares, Inc.",BHC-SP,1133259,Logan,WV,6/30/2025,"351,390","24,598"
"Summerville/trion Bancshares, Inc.",BHC-SP,1133754,Summerville,GA,6/30/2025,"60,594","13,191"
Sacramento Bancorp,BHC-SP,1133923,Sacramento,KY,6/30/2025,"146,818","11,134"
Banksouth Holding Company,BHC-SP,1134313,Greensboro,GA,6/30/2025,"1,352,125","154,619"
"BANKWEST Financial, Inc.",BHC-SP,1134872,Rockford,MN,6/30/2025,"263,028","14,507"
Cnb Corporation,BHC-SP,1135422,Cheboygan,MI,6/30/2025,"469,246","16,506"
"Vista Bancshares, Inc.",BHC-SP,1135897,Dallas,TX,6/30/2025,"2,430,844","240,559"
"Geneva Bancshares, Inc.",BHC-SP,1136924,Geneva,IL,6/30/2025,"120,376","14,315"
"Ssb, Inc.",BHC-SP,1137686,Manistique,MI,6/30/2025,"165,777","13,197"
"Warren County Bancshares, Inc.",BHC-SP,1138393,Warrenton,MO,6/30/2025,"471,009","51,258"
"General Bancshares, Inc.",BHC-SP,1139514,Jasper,TN,6/30/2025,"389,914","38,745"
Community Financial Corp.,BHC-SP,1139738,Avilla,IN,6/30/2025,"497,441","47,000"
Iowa State Bank Holding Company,BHC-SP,1139792,Des Moines,IA,6/30/2025,"461,097","68,757"
Katahdin Bankshares Corporation,BHC-SP,1140127,Patten,ME,6/30/2025,"1,087,206","95,734"
"First Holding Company Of Cavalier, Inc.",BHC-SP,1140211,Cavalier,ND,6/30/2025,"687,613","63,196"
"Lowden Bancshares, Inc.",BHC-SP,1140846,Lowden,IA,6/30/2025,"33,251","3,550"
"Portage County Bancshares, Inc.",BHC-SP,1141133,Almond,WI,6/30/2025,"202,545","25,104"
"First Suncoast Trust Bancshares, Inc.",BHC-SP,1141302,Atmore,AL,6/30/2025,"226,250","14,807"
"Benchmark Bankshares, Inc.",BHC-SP,1141441,Kenbridge,VA,6/30/2025,"1,293,220","116,600"
Rnb Corp.,BHC-SP,1141478,Brazil,IN,6/30/2025,"351,595","25,327"
"Jsb Bancorp, Inc.",BHC-SP,1141692,Jerseyville,IL,6/30/2025,"181,369","18,682"
"Kish Bancorp, Inc.",BHC-SP,1141889,Belleville,PA,6/30/2025,"1,834,559","113,279"
"Evolve Bancorp, Inc",BHC-SP,1142411,West Memphis,AR,6/30/2025,"1,460,489","103,286"
"Wfc, Inc.",BHC-SP,1142783,Waukon,IA,6/30/2025,"412,575","42,529"
Fnb Corporation,BHC-SP,1143230,Holly Hill,SC,6/30/2025,"306,928","30,690"
"Groesbeck Bancshares, Inc.",BHC-SP,1144228,Groesbeck,TX,6/30/2025,"184,004","16,373"
Cypress Corporation,BHC-SP,1199808,Omaha,NE,6/30/2025,"103,607","9,873"
Republic Bancorp Co.,BHC-SP,1201194,Oak Brook,IL,6/30/2025,"2,664,639","359,739"
"Bellevue Bancorporation, Inc.",BHC-SP,1201505,Bellevue,IA,6/30/2025,"172,736","22,415"
"Security Agency, Incorporated",BHC-SP,1201738,Decorah,IA,6/30/2025,"741,432","64,144"
Sword Financial Corporation,BHC-SP,1202883,Horicon,WI,6/30/2025,"1,534,807","105,247"
"Carroll County Bancshares, Inc.",BHC-SP,1203451,Carroll,IA,6/30/2025,"1,650,397","106,440"
First Forest Park Corporation,BHC-SP,1203853,Forest Park,IL,6/30/2025,"321,502","22,074"
Longview Capital Corporation,BHC-SP,1204618,Newman,IL,6/30/2025,"1,079,917","78,914"
First Belmond Bancorporation,BHC-SP,1204887,Belmond,IA,6/30/2025,"215,878","34,097"
Everly Bancorporation,BHC-SP,1205259,Everly,IA,6/30/2025,"84,352","4,014"
"Elgin Bancshares, Inc.",BHC-SP,1205268,Elgin,IL,6/30/2025,"370,595","34,426"
Tri-county Bancorp.,BHC-SP,1205286,Roachdale,IN,6/30/2025,"299,997","22,807"
"Mauston Bancorp, Inc.",BHC-SP,1205857,La Crosse,WI,6/30/2025,"402,291","51,732"
"Csb Financial Holdings, Inc.",BHC-SP,1207860,Galva,IL,6/30/2025,"375,589","37,930"
"Resource Bancshares, Inc.",BHC-SP,1207945,Dekalb,IL,6/30/2025,"826,794","56,569"
Owen Financial Corporation,BHC-SP,1207954,Spencer,IN,6/30/2025,"389,502","17,769"
St. Ansgar Bancorporation,BHC-SP,1208728,Saint Ansgar,IA,6/30/2025,"183,705","17,712"
"Gifford Bancorp, Inc.",BHC-SP,1208979,Gifford,IL,6/30/2025,"188,497","18,817"
"Centre 1 Bancorp, Inc.",BHC-SP,1209042,Beloit,WI,6/30/2025,"1,547,060","112,589"
Luana Bancorporation,BHC-SP,1209211,Luana,IA,6/30/2025,"2,115,087","150,375"
"People First Bancshares, Inc.",BHC-SP,1209480,Pana,IL,6/30/2025,"615,777","64,301"
"Swea City Bancorporation, Inc.",BHC-SP,1210084,Estherville,IA,6/30/2025,"148,449","15,213"
Crystal Valley Financial Corporation,BHC-SP,1210244,Middlebury,IN,6/30/2025,"810,146","85,873"
"Nw Bancshares, Inc.",BHC-SP,1246542,Chippewa Falls,WI,6/30/2025,"699,877","63,606"
Citizens Corporation,BHC-SP,1246681,Columbia,MS,6/30/2025,"514,441","55,698"
"Greenfield Bancshares, Inc.",BHC-SP,1247026,Greenfield,TN,6/30/2025,"146,730","7,755"
"Ixonia Bancshares, Inc.",BHC-SP,1247295,Ixonia,WI,6/30/2025,"880,695","82,461"
"Riley County Bancshares, Inc.",BHC-SP,1247389,Riley,KS,6/30/2025,"121,535","12,408"
215 Holding Co.,BHC-SP,1247576,Minneapolis,MN,6/30/2025,"1,611,512","151,809"
"Mid-MO Bancshares, Inc.",BHC-SP,1247736,Auxvasse,MO,6/30/2025,"94,767","11,026"
"First Bancshares, Inc., Of Cold Spring",BHC-SP,1247969,Cold Spring,MN,6/30/2025,"330,215","7,258"
"First Southern Bancorp, Inc.",BHC-SP,1247987,Stanford,KY,6/30/2025,"1,335,097","203,605"
"Bnccorp, Inc.",BHC-SP,1248162,Bismarck,ND,6/30/2025,"941,987","100,217"
"Commercial Bank Shares, Inc.",BHC-SP,1248742,Honea Path,SC,6/30/2025,"261,367","22,539"
Wsb Financial Ltd.,BHC-SP,1248872,Williamsville,IL,6/30/2025,"96,501","5,968"
"Fs Bancshares, Inc.",BHC-SP,1249691,Markesan,WI,6/30/2025,"245,801","17,891"
"Freedom Bancshares, Inc.",BHC-SP,1250053,Belington,WV,6/30/2025,"204,969","19,798"
Security Federal Corporation,BHC-SP,1253773,Aiken,SC,6/30/2025,"1,625,236","108,331"
"First Independent Bancshares, Inc.",BHC-SP,1364053,Aurora,MO,6/30/2025,"139,868","14,475"
Middlefield Banc Corp,BHC-SP,1398740,Middlefield,OH,6/30/2025,"1,924,369","216,051"
"Casey County Bancorp, Inc.",BHC-SP,1398768,Liberty,KY,6/30/2025,"426,611","31,706"
Isabella Bank Corporation,BHC-SP,1401118,Mount Pleasant,MI,6/30/2025,"2,156,168","176,918"
Veedersburg Bank Corporation,BHC-SP,1407008,Veedersburg,IN,6/30/2025,"112,739","19,745"
"First State Bancshares, Inc.",BHC-SP,1416550,Saint Charles,MO,6/30/2025,"552,365","82,339"
"Country Bank Shares, Inc.",BHC-SP,1416831,Milford,NE,6/30/2025,"972,512","65,363"
Lawrence L. Osborn Scholarship Trust,BHC-SP,1416989,Veedersburg,IN,6/30/2025,"112,739","1,313"
"Morris State Bancshares, Inc.",BHC-SP,1417212,Dublin,GA,6/30/2025,"1,551,709","202,581"
"FNB, Inc.",BHC-SP,1417267,Dennison,OH,6/30/2025,"273,357","17,687"
"Easton Bancshares, Inc.",BHC-SP,1417436,Easton,IL,6/30/2025,"39,302","10,857"
"First Eldorado Bancshares, Inc.",BHC-SP,1491481,Eldorado,IL,6/30/2025,"651,278","56,902"
"Marseilles Bancorporation, Inc.",BHC-SP,1491780,Marseilles,IL,6/30/2025,"77,382","3,272"
"Peoples Financial Corp. Of Illinois, Inc.",BHC-SP,1491801,Kewanee,IL,6/30/2025,"568,382","49,455"
"Central Banc, Inc.",BHC-SP,1492273,Geneseo,IL,6/30/2025,"1,384,365","135,655"
"Buckley Bancorp, Inc.",BHC-SP,1492992,Buckley,IL,6/30/2025,"49,621","6,059"
"Cameron Bancorp, Inc.",BHC-SP,1516405,Cameron,WI,6/30/2025,"219,126","21,135"
"JD Bancshares, Inc.",BHC-SP,1833997,Jennings,LA,6/30/2025,"1,210,510","89,860"
"Honor Bancorp, Inc.",BHC-SP,1881680,Honor,MI,6/30/2025,"421,340","39,734"
"Beulah Bancorporation, Inc.",BHC-SP,1919976,Sioux Falls,SD,6/30/2025,"137,146","17,496"
"Community Financial Of Kentucky, Inc.",BHC-SP,1928727,Lebanon,KY,6/30/2025,"186,131","9,060"
Commercial Financial Corp.,BHC-SP,1978674,Storm Lake,IA,6/30/2025,"2,174,106","137,609"
"Phillips Holdings, Inc.",BHC-SP,1989643,Phillipsburg,KS,6/30/2025,"39,697","3,508"
"Bigfork Bancshares, Inc.",BHC-SP,1990087,Bigfork,MN,6/30/2025,"110,721","13,582"
"Lockhart Bankshares, Inc.",BHC-SP,1995998,Lockhart,TX,6/30/2025,"378,644","34,108"
"Wsb Bancshares, Inc.",BHC-SP,2007218,Wellington,TX,6/30/2025,"598,544","39,787"
"Killbuck Bancshares, Inc.",BHC-SP,2010759,Killbuck,OH,6/30/2025,"888,294","71,060"
Ohio Valley Banc Corp.,BHC-SP,2012436,Gallipolis,OH,6/30/2025,"1,510,644","160,760"
"Dimeco, Inc",BHC-SP,2065432,Honesdale,PA,6/30/2025,"1,114,219","113,487"
"HNB Holding Company, Inc.",BHC-SP,2081834,Headland,AL,6/30/2025,"257,337","24,210"
"Leader First Bancorp, Inc.",BHC-SP,2096164,Marlow,OK,6/30/2025,"71,745","5,130"
"Central Texas Bankshare Holdings, Inc.",BHC-SP,2100119,Columbus,TX,6/30/2025,"293,027","43,584"
"Fairfield Bancshares, Inc.",BHC-SP,2107305,Fairfield,IL,6/30/2025,"629,161","56,032"
"Merchants And Farmers Bancshares, Inc.",BHC-SP,2111432,Eutaw,AL,6/30/2025,"126,646","13,107"
Peoples Financial Corporation,BHC-SP,2128896,Colfax,IL,6/30/2025,"45,158","5,080"
"Oostburg Bancorp, Inc.",BHC-SP,2128944,Oostburg,WI,6/30/2025,"393,119","45,663"
"Ks Bancorp, Inc.",BHC-SP,2155276,Smithfield,NC,6/30/2025,"726,268","48,717"
First Trust Financial Corporation,BHC-SP,2156451,Clinton,KY,6/30/2025,"474,374","27,339"
"First Sonora Bancshares, Inc.",BHC-SP,2184333,Sonora,TX,6/30/2025,"692,946","46,471"
"Vergas Bancorporation, Inc.",BHC-SP,2206842,Vergas,MN,6/30/2025,"55,743","8,582"
"City National Bancshares, Inc.",BHC-SP,2215451,Colorado City,TX,6/30/2025,"292,149","32,088"
"TM&S Bancshares, Inc.",BHC-SP,2215460,Dover,DE,6/30/2025,"292,149","32,034"
"Citco Community Bancshares, Inc.",BHC-SP,2244545,Elizabethton,TN,6/30/2025,"1,324,722","182,913"
"Security Bancshares Of Pulaski County, Inc.",BHC-SP,2250180,Waynesville,MO,6/30/2025,"161,056","8,486"
CB&T Holding Corporation,BHC-SP,2254508,New Orleans,LA,6/30/2025,"1,041,649","65,052"
Mesa Financial Corporation,BHC-SP,2299040,Sweetwater,TX,6/30/2025,"138,108","7,526"
Ibw Financial Corporation,BHC-SP,2326179,Washington,DC,6/30/2025,"625,443","37,461"
First Community Corporation,BHC-SP,2337401,Lexington,SC,6/30/2025,"2,046,265","155,500"
"Henderson Bancshares, Inc.",BHC-SP,2349703,Troy,AL,6/30/2025,"1,585,815","133,026"
"First United Bancorp, Inc.",BHC-SP,2356082,Madisonville,KY,6/30/2025,"589,300","26,339"
"Commerce Bancshares, Inc.",BHC-SP,2452630,Edina,MN,6/30/2025,"246,025","20,519"
"Frankfort First Bancorp, Inc.",BHC-SP,2484341,Frankfort,KY,6/30/2025,"371,211","29,376"
"Merchants Bancorp, Inc.",BHC-SP,2485487,Hillsboro,OH,6/30/2025,"1,342,594","111,725"
"First International Bancshares, Inc.",BHC-SP,2490520,Corpus Christi,TX,6/30/2025,"306,183","38,036"
"Mid-america Bankshares, Inc.",BHC-SP,2521059,Baldwin City,KS,6/30/2025,"515,657","48,944"
"Home Bancshares, Inc.",BHC-SP,2525048,Selmer,TN,6/30/2025,"127,570","8,241"
"Fgh Bancorp, Inc.",BHC-SP,2527024,Herrin,IL,6/30/2025,"342,966","17,362"
First Equity Corp.,BHC-SP,2531553,Skokie,IL,6/30/2025,"126,804","23,888"
"Florida Bancshares, Inc.",BHC-SP,2552400,Dade City,FL,6/30/2025,"311,095","11,878"
"Northeast Kansas Bancshares, Inc.",BHC-SP,2562650,Overland Park,KS,6/30/2025,"216,344","26,233"
"Marengo Bancshares, Inc.",BHC-SP,2598378,Marengo,IL,6/30/2025,"186,430","14,163"
