,,,,,,,,,,,,,,,,,,,,TCE,,,,,Un. Loss - T,,Un. Loss - T-1,,,,TCE Adj.,,TCE Adj.,,,Aggregate,,,6.0%,,Ticker,Per Share,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,Tangible Common Equity,,,,,,,,,,,,,,,Intangibles,,,,,,,,,,,,,,,Municipals,,,,,,,,,,,,,,
Ticker,BHC,Bank 1,Bank 2,Bank 3,Bank 4,Bank 5,Bank 6,Bank 7,Bank 8,Bank 9,Bank 10,Bank 11,Bank 12,Bank 13,Bank 14,Bank 15,,Large?,,GAAP,Large,Small,Bank,Bank Intang.,AFS,HTM,AFS,HTM,S/O,SP?,Non-SP,SP,Non-SP,SP,,TCE,Adj. TCE,Mark. TCE,,,,TCE,Adj. TCE,Mark. TCE,Kanter Adj. TCE,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
UNBK,0,2914727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,NA,"45,454",0,-91,0,-172,0,"804,842",0,91,172,0,-81,,"45,454","45,545","45,454","45,510",,UNBK,56.48,56.59,56.48,56.54,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNIB,1496253,137652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"93,906",NA,"111,595",624,1,-850,0,-995,"5,169,518",0,-1,0,-850,-996,,"93,906","93,905","93,056","93,905",,UNIB,18.17,18.17,18.00,18.17,,"17,171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"111,595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNIF,4125086,3487947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"28,224","27,271",2,"-1,625",0,"-1,601",0,"5,477,000",1,"1,625","1,601",0,25,,"28,224","29,825","28,249","27,974",,UNIF,5.15,5.45,5.16,5.11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46,576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46,898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNPA,1249945,249416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"9,061","9,131",0,"-5,946",0,"-6,638",0,"57,242",1,"5,946","6,638",0,-692,,"9,061","15,699","8,369","15,437",,UNPA,158.29,274.26,146.20,269.69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNTN,3842108,894272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"20,644","20,482",0,"-7,717",0,"-8,743",0,"744,694",1,"7,717","8,743",0,"-1,026",,"20,644","29,387","19,618","26,555",,UNTN,27.72,39.46,26.34,35.66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"129,157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"118,868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"118,962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNTY,2181426,1890525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"317,819","306,072","2,021","-3,284","-4,867","-4,746","-5,610","10,032,000",1,"3,284","4,746","-4,867","-7,072",,"317,819","322,565","310,747","322,470",,UNTY,31.68,32.15,30.98,32.14,,"40,947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"90,438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"93,884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"306,072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USB,1119794,504713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"40,013,000",NA,"50,673,374","14,455,392","-4,668,189","-8,182,444","-5,037,717","-9,269,727","1,558,000,000",0,"4,668,189","5,037,717","-8,182,444","-9,639,255",,"40,013,000","44,681,189","31,830,556","44,121,612",,USB,25.68,28.68,20.43,28.32,,"78,008,237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,098,312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,634,227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66,274,591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92,325,778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"86,101,526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92,050,454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"85,333,498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50,673,374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,455,392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9326288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USCB,5681262,3146150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"231,583","221,860",0,"-34,524","-12,098","-38,029","-14,371","20,078,385",1,"34,524","38,029","-12,098","-17,876",,"231,583","269,612","213,708","268,418",,USCB,11.53,13.43,10.64,13.37,,"161,795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145,664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"164,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145,539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"321,171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"275,139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"310,926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"260,221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"221,860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USMT,5397219,3470154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"106,138","127,590",53,"-6,928",0,"-7,791",0,"16,520,000",1,"6,928","7,791",0,-863,,"106,138","113,929","105,275","112,846",,USMT,6.42,6.90,6.37,6.83,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"127,590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UVSP,1116609,354310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"739,183",NA,"725,974","177,614","-28,598","-12,347","-33,968","-14,328","28,810,805",0,"28,598","33,968","-12,347","-19,699",,"739,183","767,781","726,837","767,781",,UVSP,25.66,26.65,25.23,26.65,,"130,889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"114,427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"134,111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"115,007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"402,633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"364,503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"402,652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"357,361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"725,974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"177,614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWHR,2082532,590220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"61,836","76,282",0,"-21,752","-1,919","-24,077","-1,689","7,013,052",1,"21,752","24,077","-1,919","-4,014",,"61,836","85,913","57,822","80,462",,UWHR,8.82,12.25,8.24,11.47,,"26,784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"372,868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"343,866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"365,088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"332,986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"76,282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VABK,4517261,2708122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"159,507","156,903","11,265","-36,400",0,"-39,743",0,"5,391,979",1,"36,400","39,743",0,"-3,343",,"159,507","199,250","156,164","194,367",,VABK,29.58,36.95,28.96,36.05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"311,456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"262,923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"316,527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"263,537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"156,903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,81372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VBTX,4105266,3221468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"1,219,761",NA,"1,283,217","432,426","-38,750","-17,950","-55,618","-17,600","54,265,000",0,"38,750","55,618","-17,950","-34,468",,"1,219,761","1,258,511","1,201,811","1,250,149",,VBTX,22.48,23.19,22.15,23.04,,"178,797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"154,864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"184,026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"160,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,336,026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,284,360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,368,669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,294,512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,283,217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"432,426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,139362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERF,4151544,402873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"12,304","11,971",0,-163,0,-203,0,"314,997",1,163,203,0,-40,,"12,304","12,507","12,264","12,507",,VERF,39.06,39.70,38.93,39.70,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VLY,1048773,229801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"5,258,201",NA,"6,067,161","1,961,536","-109,092","-336,245","-136,912","-377,952","560,281,821",0,"109,092","136,912","-336,245","-405,772",,"5,258,201","5,367,293","4,921,956","5,334,559",,VLY,9.38,9.58,8.78,9.52,,"3,545,961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,097,634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,532,220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,028,284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,804,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,658,704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,552,273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,369,724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,067,161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,961,536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,545567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTYB,3939286,3603961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"30,987","45,589",0,"-1,356",-151,"-1,725",-136,"1,990,671",1,"1,356","1,725",-151,-505,,"30,987","32,712","30,482","32,299",,VTYB,15.57,16.43,15.31,16.23,,"11,664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWFB,5723760,380878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"34,768","32,662",0,-593,0,-359,0,"1,911,413",1,593,359,0,235,,"34,768","35,127","35,003","35,127",,VWFB,18.19,18.38,18.31,18.38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"184,573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"183,782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"151,802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"151,324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WABC,1025541,697763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"800,091",NA,"485,419","121,745","-145,629","-19,668","-178,996","-27,598","25,587,000",0,"145,629","178,996","-19,668","-60,965",,"800,091","945,720","780,423","939,165",,WABC,31.27,36.96,30.50,36.70,,"839,349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"813,125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"844,635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"807,838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,430,221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,236,049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,634,471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,395,810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"485,419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"121,745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,109256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAFD,3065617,656377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"2,270,034",NA,"2,576,804","446,660","-33,360","-31,433","-51,777","-39,182","79,130,276",0,"33,360","51,777","-31,433","-57,599",,"2,270,034","2,303,394","2,238,602","2,301,273",,WAFD,28.69,29.11,28.29,29.08,,"526,502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"484,592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"537,348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"485,106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,187,244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,142,764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,812,766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,743,730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,576,804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"446,660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAL,2349815,3138146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"6,165,994",NA,"6,732,972","655,932","-478,045","-132,149","-532,028","-163,110","110,400,000",0,"478,045","532,028","-132,149","-217,094",,"6,165,994","6,644,039","6,033,845","6,512,296",,WAL,55.85,60.18,54.65,58.99,,"1,535,716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,359,517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,526,907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,309,427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,840,947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,203,554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,140,414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,431,043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,732,972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"655,932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WASH,1115349,816603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"461,132",NA,"471,532","66,591","-87,267",0,"-99,939",0,"19,283,000",0,"87,267","99,939",0,"-12,672",,"461,132","548,399","461,132","548,360",,WASH,23.91,28.44,23.91,28.44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,033,901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"917,545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,049,557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"916,305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"471,532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66,591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBBW,4472249,524971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"58,420","78,571",0,"-9,920",-18,"-11,387",0,"1,778,446",1,"9,920","11,387",-18,"-1,467",,"58,420","69,807","56,953","68,958",,WBBW,32.85,39.25,32.02,38.77,,"1,370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110,717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"97,491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113,022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"97,840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBHC,2004141,159636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"524,684",NA,"499,580","4,806","-76,022",0,"-89,586",0,"12,000,379",0,"76,022","89,586",0,"-13,565",,"524,684","600,706","524,684","591,522",,WBHC,43.72,50.06,43.72,49.29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"933,908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"832,546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"947,341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"827,893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"499,580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,153052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBS,1145476,761806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"5,869,599",NA,"6,439,326","3,193,132","-435,960","-669,984","-534,711","-743,429","167,083,000",0,"435,960","534,711","-669,984","-842,180",,"5,869,599","6,305,559","5,199,615","6,248,336",,WBS,35.13,37.74,31.12,37.40,,"8,298,036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,404,724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,444,362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,453,123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,941,377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,360,097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,719,548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,006,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,439,326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,193,132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,953725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WCFB,4974631,935577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"22,250","20,556",55,"-1,277",0,"-1,503",0,"1,973,423",1,"1,277","1,503",0,-227,,"22,250","23,753","22,024","22,883",,WCFB,11.27,12.04,11.16,11.60,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDFN,3014950,1479470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"38,709","41,325",6,"-9,883",0,"-10,860",0,"1,396,757",1,"9,883","10,860",0,-977,,"38,709","49,569","37,732","47,357",,WDFN,27.71,35.49,27.01,33.91,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"120,498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107,321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124,024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109,544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
