,,,,,,,,,,,,,,,,,,,,TCE,,,,,Un. Loss - T,,Un. Loss - T-1,,,,TCE Adj.,,TCE Adj.,,,Aggregate,,,6.0%,,Ticker,Per Share,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,HTM Securities: Cost,,,,,,,,,,,,,,,HTM Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,AFS Securities: Cost,,,,,,,,,,,,,,,AFS Securities: FMV,,,,,,,,,,,,,,,Tangible Common Equity,,,,,,,,,,,,,,,Intangibles,,,,,,,,,,,,,,,Municipals,,,,,,,,,,,,,,
Ticker,BHC,Bank 1,Bank 2,Bank 3,Bank 4,Bank 5,Bank 6,Bank 7,Bank 8,Bank 9,Bank 10,Bank 11,Bank 12,Bank 13,Bank 14,Bank 15,,Large?,,GAAP,Large,Small,Bank,Bank Intang.,AFS,HTM,AFS,HTM,S/O,SP?,Non-SP,SP,Non-SP,SP,,TCE,Adj. TCE,Mark. TCE,,,,TCE,Adj. TCE,Mark. TCE,Kanter Adj. TCE,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T-1,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
TFC,1074156,852320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"40,386,000",NA,"43,281,000","18,317,000","-4,013,250","-7,078,500","-4,479,750","-7,765,500","1,289,435,000",0,"4,013,250","4,479,750","-7,078,500","-8,232,000",,"40,386,000","44,399,250","33,307,500","44,377,650",,TFC,31.32,34.43,25.83,34.42,,"49,876,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,438,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50,640,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,286,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,076,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,725,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,155,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,182,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,281,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,317,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFIN,3233126,766164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"458,217",NA,"736,016","255,812","-3,377",0,"-3,071",0,"23,727,046",0,"3,377","3,071",0,305,,"458,217","461,594","458,217","461,425",,TFIN,19.31,19.45,19.31,19.45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"416,425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"411,923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"385,657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"381,562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"736,016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"255,812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THFF,1208595,693345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"470,894",NA,"457,806","118,241","-113,462",0,"-124,358",0,"11,850,645",0,"113,462","124,358",0,"-10,895",,"470,894","584,356","470,894","560,786",,THFF,39.74,49.31,39.74,47.32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,333,778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,182,495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,361,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,195,990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"457,806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"118,241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,392834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THVB,2346010,2344753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"193,847","179,938","4,010",-32,0,-37,0,"6,323,682",1,32,37,0,-5,,"193,847","193,884","193,843","193,884",,THVB,30.65,30.66,30.65,30.66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"179,938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMAK,3645886,3645840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"73,390","52,656",17,-680,0,-779,0,"4,475,891",1,680,779,0,-98,,"73,390","74,169","73,292","74,169",,TMAK,16.40,16.57,16.37,16.57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMP,2367921,433608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"668,291",NA,"609,204","64,759","-85,577","-28,243","-101,693","-33,875","14,430,985",0,"85,577","101,693","-28,243","-49,991",,"668,291","753,868","640,048","749,255",,TMP,46.31,52.24,44.35,51.92,,"312,477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"274,820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"312,462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"267,296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,373,444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,259,342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,367,123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,231,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"609,204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64,759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,76883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWN,0,2797724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,NA,"1,702,215","514,764","-90,381","-4,790","-117,455","-6,352","75,421,737",0,"90,381","117,455","-4,790","-33,425",,"1,702,215","1,792,596","1,697,425","1,765,930",,TOWN,22.57,23.77,22.51,23.41,,"202,018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"195,631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"212,352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"203,883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,590,679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,470,171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,509,971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,353,365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,702,215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"514,764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,444432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRCY,1203974,242444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"167,164","163,227",0,"-52,194",0,"-59,827",0,"8,904,915",1,"52,194","59,827",0,"-7,633",,"167,164","226,991","159,531","221,806",,TRCY,18.77,25.49,17.91,24.91,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"539,771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"470,179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"554,739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"474,970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"163,227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRMK,1079562,342634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"1,736,121",NA,"1,778,160","334,700","4,197","-41,366","-20,252","-57,209","60,401,684",0,"-4,197","20,252","-41,366","-81,658",,"1,736,121","1,731,924","1,694,755","1,731,924",,TRMK,28.74,28.67,28.06,28.67,,"1,315,053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,259,898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,335,385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,259,107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,731,866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,737,462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,719,537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,692,534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,778,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"334,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRST,1048513,677176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"692,252",NA,"658,778",553,"-17,971",-6,"-21,968",-44,"18,851,000",0,"17,971","21,968",-6,"-4,040",,"692,252","710,223","692,246","710,222",,TRST,36.72,37.68,36.72,37.68,,"5,089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"348,366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"324,405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"387,425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"358,135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"658,778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUX,3925065,3290240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"102,850","100,670",0,"-12,429",0,"-13,104",0,"2,876,939",1,"12,429","13,104",0,-675,,"102,850","115,954","102,175","112,715",,TRUX,35.75,40.30,35.52,39.18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"430,762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"414,190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"275,545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"258,073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRVR,1947102,3320781,625140,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"84,223","109,817","25,999","-14,915","-1,841","-16,719","-1,812","2,086,645",1,"14,915","16,719","-1,841","-3,616",,"84,223","100,942","80,607","97,711",,TRVR,40.36,48.38,38.63,46.83,,"16,289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"170,546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"150,659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"167,372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109,817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,53852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSBK,2621548,294779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"241,172","236,292","15,492",-636,"-4,963",-752,"-6,331","7,876,853",1,636,752,"-4,963","-6,446",,"241,172","241,924","234,726","241,850",,TSBK,30.62,30.71,29.80,30.70,,"140,504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"133,887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"155,660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"147,219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"85,655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"84,807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"236,292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TVLF,3082454,2305969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"19,458","24,195",0,"-7,193",0,"-7,114",0,"1,833,048",1,"7,193","7,114",0,79,,"19,458","26,572","19,537","24,872",,TVLF,10.62,14.50,10.66,13.57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"55,447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46,791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TVNB,1142813,906410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"34,399","33,594",0,"-2,144",0,"-2,246",0,"250,000",1,"2,144","2,246",0,-103,,"34,399","36,645","34,296","35,032",,TVNB,137.60,146.58,137.19,140.13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYBT,0,3185896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,NA,"56,324",0,"-5,651",0,"-5,009",0,"1,087,000",0,"5,651","5,009",0,642,,"56,324","61,975","56,324","54,497",,TYBT,51.82,57.01,51.82,50.14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"132,153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124,619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"144,984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"138,306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYCB,2391300,39327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"123,953","117,283",0,"-7,719",-230,"-10,232",-381,"2,721,876",1,"7,719","10,232",-230,"-2,894",,"123,953","134,185","121,060","133,389",,TYCB,45.54,49.30,44.48,49.01,,"25,036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"179,535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"169,243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"173,288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"159,646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"117,283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYFG,1139345,887340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"140,324","145,328","8,694","-9,483",0,"-10,705",0,"2,389,343",1,"9,483","10,705",0,"-1,222",,"140,324","151,029","139,102","147,706",,TYFG,58.73,63.21,58.22,61.82,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"160,042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"147,398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"158,008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"143,735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145,328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,55381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBAB,1083895,994435,180537,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"141,627","187,465","6,941","-22,183",-27,"-25,618",-29,"3,288,213",1,"22,183","25,618",-27,"-3,464",,"141,627","167,245","138,163","163,844",,UBAB,43.07,50.86,42.02,49.83,,"3,632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"311,146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"281,569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"295,758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"261,601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"187,465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,56686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBCP,1071502,584724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"58,890","66,149",767,"-11,410",0,"-9,098",0,"5,956,278",1,"11,410","9,098",0,"2,312",,"58,890","67,988","61,202","56,403",,UBCP,9.89,11.41,10.28,9.47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"245,055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"229,842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"252,761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"240,631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66,149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBFO,3015975,1162017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"129,767","137,759","4,488","-14,627",0,"-16,778",0,"17,475,927",1,"14,627","16,778",0,"-2,151",,"129,767","146,545","127,616","143,954",,UBFO,7.43,8.39,7.30,8.24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"176,658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"157,155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"179,753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"157,382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"137,759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBOH,1136009,780218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"72,411","80,779","28,706","-31,733",0,"-33,025",0,"2,960,129",1,"31,733","33,025",0,"-1,292",,"72,411","105,436","71,120","99,230",,UBOH,24.46,35.62,24.03,33.52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"268,747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"226,436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"279,273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"235,240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"80,779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,103427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBSI,1076217,365325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"3,308,683",NA,"3,304,693","2,079,359","-209,421",0,"-242,117",0,"141,909,452",0,"209,421","242,117",0,"-32,696",,"3,308,683","3,518,104","3,308,683","3,487,601",,UBSI,23.32,24.79,23.32,24.58,,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,273,612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,994,384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,273,856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,951,034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,304,693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,079,359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,508390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFCP,1250204,390840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"20,629","27,982",981,"-2,015",0,"-2,585",0,"3,293,231",1,"2,015","2,585",0,-569,,"20,629","23,214","20,060","22,129",,UFCP,6.26,7.05,6.09,6.72,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMBF,1049828,936855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,NA,"4,536,386",NA,"4,458,335","2,315,646","-418,124","-457,703","-475,007","-472,481","75,927,002",0,"418,124","475,007","-457,703","-529,364",,"4,536,386","4,954,510","4,078,683","4,620,218",,UMBF,59.75,65.25,53.72,60.85,,"5,717,330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,107,059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,378,912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,748,938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,453,138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,895,640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,407,657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,774,315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,458,335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,315,646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5571533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNB,1114940,333203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,NA,NA,"69,035","83,437","2,223","-30,206",0,"-32,675",0,"4,551,335",1,"30,206","32,675",0,"-2,469",,"69,035","101,710","66,566","98,897",,UNB,15.17,22.35,14.63,21.73,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"288,167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"247,892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"294,071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250,504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83,437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,46883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
